sseqid	sseq_name
MZ346017.1	Rhytidhysteron xiaokongense isolate HKAS 112728 small subunit ribosomal RNA gene, partial sequence
XR_006207962.1	PREDICTED: Panthera tigris U1 spliceosomal RNA (LOC122230894), ncRNA
BC032050.1	Mus musculus cDNA clone IMAGE:3486529
HG939537.1	Spirostomum dharwarensis genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate SAd
XR_006023769.1	PREDICTED: Alosa sapidissima 5S ribosomal RNA (LOC121686230), rRNA
AC242310.4	Homo sapiens FOSMID clone ABC13-47495000D14 from chromosome 7, complete sequence
KC415682.1	Uncultured bacterium clone CZYY250 16S ribosomal RNA gene, partial sequence
X68924.1	Chloroplast Chlamydomonas sp. 66.72 rrnL gene, exon 2
AC100768.2	Homo sapiens chromosome 11, clone RP11-945A11, complete sequence
HQ204866.1	Homo sapiens isolate RMRP_C01 RNA component of mitochondrial RNA processing endoribonuclease gene, partial sequence
KF141790.1	Brachionus calyciflorus isolate 20120630-14 18S ribosomal RNA gene, complete sequence
JQ335968.1	Uncultured bacterium clone CC38 16S ribosomal RNA gene, partial sequence
AF388746.1	Quadrispora oblongispora Trappe 1811 large subunit ribosomal RNA gene, partial sequence
KF540964.1	Homo sapiens isolate TAO01 mitochondrion, complete genome
XR_005021144.1	PREDICTED: Balaenoptera musculus uncharacterized LOC118900436 (LOC118900436), ncRNA
KF722167.1	Uncultured Acinetobacter sp. clone DVBSW_J193 16S ribosomal RNA gene, partial sequence
AC011404.6	Homo sapiens chromosome 5 clone CTB-43P18, complete sequence
KJ639867.1	Uncultured fungus clone N2B_K41 18S ribosomal RNA gene, partial sequence
AF479168.1	Verbascum thapsus 26S ribosomal RNA gene, partial sequence
GQ121010.1	Labeo calbasu 28S ribosomal RNA gene, partial sequence
KJ601353.1	Uncultured bacterium clone 70 16S ribosomal RNA gene, partial sequence
KF757229.1	Acremonium chrysogenum mitochondrion, complete genome
LR999884.1	Saccharomyces cerevisiae PE-2 genome assembly, chromosome: XIII
XR_006134913.1	PREDICTED: Macadamia integrifolia 18S ribosomal RNA (LOC122062321), rRNA
AB617812.1	Anguilla japonica genes for 18S rRNA, ITS1, 5.8S rRNA, complete and partial sequence, clone: eel02-02
XM_045216700.1	PREDICTED: Coregonus clupeaformis oocyte zinc finger protein XlCOF22-like (LOC123485639), mRNA
XM_045504000.1	PREDICTED: Camelus bactrianus small ubiquitin like modifier 3 (SUMO3), transcript variant X2, mRNA
AK127275.1	Homo sapiens cDNA FLJ45342 fis, clone BRHIP3009753
GU926121.1	Uncultured bacterium clone F5K2Q4C04IPQEV 23S ribosomal RNA gene, partial sequence
OK482083.1	Candida tropicalis isolate IFJ2 small subunit ribosomal RNA gene, partial sequence
MW075330.1	Pseudomuriella engadinensis strain SAG 221-4 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
XM_045498774.1	PREDICTED: Leopardus geoffroyi eukaryotic translation elongation factor 1 alpha 1 (EEF1A1), transcript variant X1, mRNA
NR_103894.1	Pseudomonas stutzeri ATCC 17588 = LMG 11199 strain ATCC 17588 = LMG 11199 5S ribosomal RNA, complete sequence
XM_038000963.1	PREDICTED: Chlorocebus sabaeus gap junction protein alpha 1 (GJA1), mRNA
OK598961.1	Paenibacillus sp. strain NC1 16S ribosomal RNA gene, partial sequence
KC440811.1	Uncultured eukaryote clone T1S302A12 18S ribosomal RNA gene, partial sequence
MW559653.1	Pseudomonas piscis strain LMR730 16S ribosomal RNA gene, partial sequence
XR_006028054.1	PREDICTED: Alosa sapidissima 5S ribosomal RNA (LOC121701618), rRNA
KF650425.1	Uncultured bacterium clone BYL38-92 16S ribosomal RNA gene, partial sequence
LR973309.1	uncultured Alphaproteobacteria partial 16S rRNA gene
AC091921.3	Homo sapiens chromosome 5 clone RP11-256N5, complete sequence
X69970.1	H.sapiens mRNA for h-ryk
XR_006534312.1	PREDICTED: Equus asinus uncharacterized LOC123290043 (LOC123290043), ncRNA
AC245100.2	Homo sapiens BAC clone CH17-172B3 from chromosome 1, complete sequence
XR_572675.2	PREDICTED: Ursus maritimus uncharacterized LOC103678412 (LOC103678412), ncRNA
KC887262.1	Choriplax grayi isolate ES1 18S ribosomal RNA gene, partial sequence
XR_006606578.1	PREDICTED: Mustela putorius furo 28S ribosomal RNA (LOC123391896), rRNA
KJ761791.1	Uncultured eukaryote clone SGYT1112 18S ribosomal RNA gene, partial sequence
KJ174379.1	Malassezia globosa large subunit ribosomal RNA gene, partial sequence
AL078461.38	Human DNA sequence from clone RP5-901O8 on chromosome 20q11.1-11.23, complete sequence
EU640212.1	Uncultured Comamonadaceae bacterium clone LW18m-3-68 16S ribosomal RNA gene, partial sequence
XM_045386276.1	PREDICTED: Macaca fascicularis cytochrome c oxidase subunit 6A1, mitochondrial-like (LOC102139072), mRNA
CP083410.1	Escherichia coli strain RP437 chromosome, complete genome
NR_173245.1	Homo sapiens solute carrier family 35 member E2A (pseudogene) (SLC35E2A), transcript variant 2, non-coding RNA
AC280535.1	Pan troglodytes BAC CH251-395D3 from chromosome, complete sequence
XM_008011629.2	PREDICTED: Chlorocebus sabaeus matrix remodeling associated 7 (MXRA7), transcript variant X3, mRNA
XM_045367219.1	PREDICTED: Macaca fascicularis small RNA binding exonuclease protection factor La (SSB), transcript variant X3, mRNA
KJ616104.1	Uncultured bacterium clone PAH3week11ConcAnoxic_K11_9_D10 16S ribosomal RNA gene, partial sequence
AC138394.7	Mus musculus chromosome 3, clone RP23-333D8, complete sequence
CP073101.1	Exiguobacterium alkaliphilum strain B-3531D chromosome, complete genome
NR_004380.1	Homo sapiens small nucleolar RNA, C/D box 104 (SNORD104), small nucleolar RNA
AK098462.1	Homo sapiens cDNA FLJ25596 fis, clone JTH13419
AC016712.6	Homo sapiens BAC clone RP11-266F17 from 2, complete sequence
NM_001395314.1	Homo sapiens phosphodiesterase 4D interacting protein (PDE4DIP), transcript variant 33, mRNA
XR_001822479.2	PREDICTED: Cebus imitator actin, cytoplasmic 1-like (LOC108298186), misc_RNA
XR_006711789.1	PREDICTED: Leopardus geoffroyi small nucleolar RNA SNORA24 (LOC123596633), ncRNA
EU795087.1	Uncultured bacterium ARCTIC31_D_06 genomic sequence
AL355498.10	Human DNA sequence from clone RP11-112L15 on chromosome 6, complete sequence
XR_006659404.1	PREDICTED: Coregonus clupeaformis 5S ribosomal RNA (LOC123486533), rRNA
KF799039.1	Uncultured bacterium clone Woods-Hole_a5391 16S ribosomal RNA gene, partial sequence
BC032521.2	Synthetic construct Homo sapiens U2 small nuclear RNA auxiliary factor 1, mRNA (cDNA clone IMAGE:5498733), with apparent retained intron
EU376051.2	Tetrodontophora bielanensis 28S ribosomal RNA gene, partial sequence
NR_076255.1	Bacillus clausii strain KSM-K16 23S ribosomal RNA gene, complete sequence
AC193264.3	Pan troglodytes BAC clone CH251-289J19 from chromosome 12, complete sequence
XR_006366540.1	PREDICTED: Protopterus annectens 28S ribosomal RNA (LOC122812578), rRNA
XR_006695294.1	PREDICTED: Macaca fascicularis small nucleolar RNA SNORA14 (LOC123571125), ncRNA
AB906826.1	Uncultured alpha proteobacterium gene for 16S ribosomal RNA, partial sequence, clone: IPf4C
AB073657.1	Homo sapiens primary neuroblastoma cDNA, clone:Nbla00375, full insert sequence
AK297760.1	Homo sapiens cDNA FLJ52567 complete cds, highly similar to Renin receptor precursor
HG818200.1	Uncultured bacterium partial 16S rRNA gene, clone EBP0396
AC108865.3	Homo sapiens BAC clone RP11-11N5 from 4, complete sequence
JF327103.1	Uncultured Pseudomonadaceae bacterium clone 1r3u68 16S ribosomal RNA gene, partial sequence
CP065477.1	Streptococcus thermophilus strain 4078 chromosome, complete genome
AC198797.3	MACACA MULATTA BAC clone CH250-310C14 from chromosome 1, complete sequence
AC236882.3	Homo sapiens FOSMID clone ABC12-49070600K1 from chromosome unknown, complete sequence
OL412231.1	Cladosporium pseudocladosporioides strain NU22 large subunit ribosomal RNA gene, partial sequence
KJ905813.1	Synthetic construct Homo sapiens clone ccsbBroadEn_15483 EIF3E gene, encodes complete protein
DQ297745.1	Monommata maculata 28S ribosomal RNA gene, partial sequence
CP072596.1	Tessaracoccus sp. MC1865 chromosome, complete genome
KF494758.1	Uncultured bacterium clone B24-382 16S ribosomal RNA gene, partial sequence
OL635995.1	Uncultured Acinetobacter sp. clone none 16S ribosomal RNA gene, partial sequence
NM_032260.3	Homo sapiens RANBP2 like and GRIP domain containing 5 (RGPD5), transcript variant 2, mRNA
KF956521.1	Impatiens walleriana isolate 7562013 large subunit ribosomal RNA gene, partial sequence
XR_006359310.1	PREDICTED: Solea senegalensis 5S ribosomal RNA (LOC122763700), rRNA
KJ707340.1	Uncultured bacterium clone QKAB3ZG071 16S ribosomal RNA gene, partial sequence
XR_005647383.1	PREDICTED: Pteropus giganteus 5S ribosomal RNA (LOC120581819), rRNA
OL764404.1	Alcaligenes faecalis strain S19 16S ribosomal RNA gene, partial sequence
HG916826.1	Pseudomonas pseudoalcaligenes CECT 5344 complete genome
AJ507735.1	Homo sapiens mRNA for putative adapter and scaffold protein (SASH1 gene)
AC200335.2	Pongo abelii BAC clone CH276-176D1 from chromosome unknown, complete sequence
XR_005657075.1	PREDICTED: Pteropus giganteus 5S ribosomal RNA (LOC120617870), rRNA
AC113366.2	Homo sapiens chromosome 5 clone RP11-109F5, complete sequence
MW127783.1	Uncultured bacterium clone SupB1049 16S ribosomal RNA gene, partial sequence
AK055504.1	Homo sapiens cDNA FLJ30942 fis, clone FEBRA2007551, moderately similar to RAS-RELATED PROTEIN RAB-6
XM_010963738.2	PREDICTED: Camelus bactrianus poly(rC) binding protein 1 (PCBP1), mRNA
AC157524.2	Pan troglodytes BAC clone CH251-516K17 from chromosome unknown, complete sequence
FJ747273.1	Uncultured fungus clone Aero3_H03 18S ribosomal RNA gene, partial sequence
GU924162.1	Uncultured bacterium clone F5K2Q4C04J0Y7J 23S ribosomal RNA gene, partial sequence
BC012265.1	Homo sapiens cofilin 1 (non-muscle), mRNA (cDNA clone MGC:9272 IMAGE:3862540), complete cds
AC037198.7	Homo sapiens chromosome 15 clone CTD-2033D15 map 15q14, complete sequence
JQ427969.1	Uncultured bacterium clone AC1C2AH03 16S ribosomal RNA gene, partial sequence
AM906202.1	Ensis directus 5S rRNA gene, isolate EDden4_600, clone 4.3
XM_045361611.1	PREDICTED: Macaca fascicularis PDZ domain containing 8 (PDZD8), transcript variant X2, mRNA
AC132834.4	Homo sapiens chromosome 8, clone CTD-2344M9, complete sequence
AC196498.4	Pan troglodytes BAC clone CH251-338M21 from chromosome 7, complete sequence
AP000763.5	Homo sapiens genomic DNA, chromosome 11 clone:RP11-809N8, complete sequence
AL449266.17	Human DNA sequence from clone RP11-475E11 on chromosome 1, complete sequence
XM_005557123.3	PREDICTED: Macaca fascicularis zinc finger protein 366 (ZNF366), transcript variant X1, mRNA
HQ258516.1	Synthetic construct Homo sapiens clone IMAGE:100072945 Unknown protein gene, encodes complete protein
XM_045384105.1	PREDICTED: Macaca fascicularis RNA binding motif protein 41 (RBM41), transcript variant X4, mRNA
CT954304.8	N.leucogenys DNA sequence from clone CH271-267G23, complete sequence
AC192726.3	Pan troglodytes BAC clone CH251-593F10 from chromosome 7, complete sequence
NG_042638.1	Scheffersomyces spartinae NRRL Y-7322 28S rRNA, partial sequence; from TYPE material
AC234447.2	Homo sapiens FOSMID clone ABC13-48641600D23 from chromosome 7, complete sequence
AC069513.28	Homo sapiens 3 BAC RP11-171N2 (Roswell Park Cancer Institute Human BAC Library) complete sequence
MZ637256.1	Phlebiopsis odontoidea strain GC 1708-182 large subunit ribosomal RNA gene, partial sequence
XR_006402667.1	PREDICTED: Thunnus albacares 5S ribosomal RNA (LOC122978510), rRNA
MN059668.1	Sabellinae sp. XMUB6493 small subunit ribosomal RNA gene, partial sequence
CU638690.5	Human DNA sequence from clone CH507-239L24 on chromosome 21, complete sequence
XM_037987591.1	PREDICTED: Chlorocebus sabaeus heterogeneous nuclear ribonucleoprotein C (HNRNPC), transcript variant X13, mRNA
AC243836.4	Homo sapiens BAC clone CH17-133D1 from chromosome 1, complete sequence
FJ743444.1	Manglicola guatemalensis strain BCC20157 18S ribosomal RNA gene, partial sequence
KJ895666.1	Synthetic construct Homo sapiens clone ccsbBroadEn_05060 PPP4R2 gene, encodes complete protein
NG_016178.2	Homo sapiens KCNQ1 opposite strand/antisense transcript 1 (KCNQ1OT1), RefSeqGene (LRG_1052) on chromosome 11
GU926350.1	Uncultured bacterium clone F5K2Q4C04IY4ZY 23S ribosomal RNA gene, partial sequence
MW186854.1	Rhizobium sp. strain GA22 16S ribosomal RNA gene, partial sequence
AY423079.1	Paulownia tomentosa isolate DNA-CW1 26S ribosomal RNA gene, partial sequence
GU925882.1	Uncultured bacterium clone F5K2Q4C04IVSKX 23S ribosomal RNA gene, partial sequence
JQ012229.1	Uncultured bacterium clone z32 16S ribosomal RNA gene, partial sequence
GQ020290.1	Uncultured bacterium clone nbu267b07c1 16S ribosomal RNA gene, partial sequence
HM327550.1	Uncultured bacterium clone ncd477d12c1 16S ribosomal RNA gene, partial sequence
KJ210008.1	Caenimonas sp. SL110 16S ribosomal RNA gene, partial sequence
XM_041022340.1	Aureobasidium melanogenum CBS 110374 vacuolar ATP synthase catalytic subunit A (M437DRAFT_52370), partial mRNA
XM_008009928.2	PREDICTED: Chlorocebus sabaeus proline, glutamate and leucine rich protein 1 (PELP1), mRNA
KF065567.1	Uncultured bacterium clone nbw303a03c1 16S ribosomal RNA gene, partial sequence
KJ577796.1	Purpureocillium sp. HU-2014 isolate WE003 large subunit ribosomal RNA gene, partial sequence
AC044849.12	Homo sapiens chromosome 8, clone RP11-489E7, complete sequence
AL772190.6	Mouse DNA sequence from clone RP23-124P7 on chromosome 2, complete sequence
AC280183.1	Pan troglodytes chromosome unknown clone CH251-40N14, complete sequence
XM_005554781.3	PREDICTED: Macaca fascicularis transmembrane protein 33 (TMEM33), transcript variant X1, mRNA
AY854489.1	Uncultured gamma proteobacterium clone DOK_N_WW_50 16S ribosomal RNA gene, partial sequence
AC245458.1	Homo sapiens FOSMID clone ABC8-42119600J7 from chromosome unknown, complete sequence
CP086723.1	MAG: Microcystis aeruginosa NIBR18 chromosome, complete genome
AF400075.1	Homo sapiens coagulation factor II (thrombin) receptor-like 1 (F2RL1) gene, complete cds
XR_005578709.1	PREDICTED: Saimiri boliviensis boliviensis 5S ribosomal RNA (LOC120362921), rRNA
LR983933.1	Xerochrysium dermatitidis genomic DNA sequence contains ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate CCF 6436
XM_045370274.1	PREDICTED: Macaca fascicularis nuclear mitotic apparatus protein 1 (NUMA1), transcript variant X5, mRNA
LR880658.1	Poecilia reticulata genome assembly, chromosome: 14
3J3D_2	Chain 2, 18S ribosomal RNA
KJ154289.1	Homo sapiens isolate 43a mitochondrion, complete genome
CP089154.1	Staphylococcus aureus strain UNC_SaCF36 chromosome, complete genome
OU957226.1	Flavobacterium sp. CECT 9288 genome assembly, chromosome: 1
XR_004961890.1	PREDICTED: Molossus molossus U1 spliceosomal RNA (LOC118642984), ncRNA
AC092074.3	Homo sapiens chromosome 19 clone X200282, complete sequence
XM_045394051.1	PREDICTED: Macaca fascicularis proteoglycan 4 (PRG4), transcript variant X5, mRNA
AB971802.1	Propionibacterium propionicum gene for 16S ribosomal RNA, partial sequence, strain: JCM 5830
KF722148.1	Uncultured Acidovorax sp. clone DVBSW_J165 16S ribosomal RNA gene, partial sequence
KF464414.1	Uncultured Acidovorax sp. clone DVASD_M90 16S ribosomal RNA gene, partial sequence
XM_015444150.2	PREDICTED: Macaca fascicularis X-linked inhibitor of apoptosis (LOC102131393), transcript variant X3, mRNA
MT796586.1	Vicia sativa subsp. nigra isolate DM378 small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
AP023360.1	Catellatospora sp. IY07-71 DNA, complete genome
AC279442.1	Homo sapiens chromosome unknown clone VMRC59-361H14_2, complete sequence
AB618920.1	Uncultured fungus gene for 28S rRNA, partial sequence, clone: F5-4
XM_017549158.2	PREDICTED: Cebus imitator heat shock protein family A (Hsp70) member 5 (HSPA5), mRNA
XM_005591114.3	PREDICTED: Macaca fascicularis coronin 7 (CORO7), mRNA
AC280198.1	Gorilla gorilla chromosome unknown clone CH277-227A12, complete sequence
AC279873.1	Pongo abelii chromosome unknown clone CH276-60G14, complete sequence
KC440705.1	Uncultured eukaryote clone T1S302B06 18S ribosomal RNA gene, partial sequence
AC280306.1	Pan troglodytes chromosome unknown clone CH251-188G22, complete sequence
GQ114952.1	Uncultured bacterium clone nbw685e12c1 16S ribosomal RNA gene, partial sequence
DQ337171.1	Criblamydia sequanensis strain CRIB-18 23S ribosomal RNA gene, partial sequence
AB639302.1	Uncultured bacterium gene for 16S rRNA, partial sequence, clone: PSM11
MZ420281.1	Spumella longicolla strain Yangrimje041319B6 small subunit ribosomal RNA gene, partial sequence
XR_001487977.2	PREDICTED: Macaca fascicularis 60S acidic ribosomal protein P0-like (LOC102120885), misc_RNA
AC200630.4	Pongo abelii BAC clone CH276-463B21 from chromosome unknown, complete sequence
GU925538.1	Uncultured bacterium clone F5K2Q4C04JBSJI 23S ribosomal RNA gene, partial sequence
AC004854.3	Homo sapiens PAC clone RP4-673M15 from 7, complete sequence
AC005911.6	Homo sapiens 12 BAC RP11-372B4 (Roswell Park Cancer Institute Human BAC Library) complete sequence
XR_005652212.1	PREDICTED: Pteropus giganteus 5S ribosomal RNA (LOC120600514), rRNA
KJ892068.1	Synthetic construct Homo sapiens clone ccsbBroadEn_01462 RPS27 gene, encodes complete protein
AM501949.1	Ralstonia insidiosa 16S rRNA gene, ITS1 and 23S rRNA gene, strain ULI785
HM011880.1	Uncultured Pseudomonas sp. clone S5-143 16S ribosomal RNA gene, partial sequence
HF954517.1	Nocardioides sp. 9_36 partial 16S rRNA gene, strain 9_36
HE984674.1	Uncultured bacterium partial 16S rRNA gene, clone LE7_90
XR_006505058.1	PREDICTED: Mangifera indica 28S ribosomal RNA (LOC123230246), rRNA
AC155321.2	Pan troglodytes BAC clone CH251-489N11 from chromosome unknown, complete sequence
